token	true	prediction
were	O	O
for	O	O
defensive	O	O
purposes	O	O
.	O	O

"	O	O
the	O	O
message	O	O
that	O	O
we	O	O
sent	O	O
to	O	O
(	O	O
syrian	I-MISC	I-MISC
president	O	O
hafez	I-PER	I-PER
$UNK$	I-PER	I-PER
)	O	O
assad	I-PER	I-PER
is	O	O
that	O	O
israel	I-LOC	I-LOC
is	O	O
ready	O	O
at	O	O
any	O	O
time	O	O
without	O	O
preconditions	O	O
to	O	O
enter	O	O
peace	O	O
negotiations	O	O
,	O	O
"	O	O
israeli	I-MISC	I-MISC
foreign	O	O
minister	O	O
david	I-PER	I-PER
levy	I-PER	I-PER
told	O	O
israel	I-ORG	I-ORG
radio	I-ORG	I-ORG
in	O	O
an	O	O
interview	O	O
.	O	O

tension	O	O
has	O	O
mounted	O	O
since	O	O
israeli	I-MISC	I-MISC
prime	O	O
minister	O	O
benjamin	I-PER	I-PER
netanyahu	I-PER	I-PER
took	O	O
office	O	O
in	O	O
june	O	O
vowing	O	O
to	O	O
retain	O	O
the	O	O
golan	I-LOC	I-LOC
heights	I-LOC	I-LOC
israel	B-LOC	I-LOC
captured	O	O
from	O	O
syria	I-LOC	I-LOC
in	O	O
the	O	O
1967	O	O
middle	I-LOC	I-LOC
east	I-LOC	I-MISC
war	O	I-MISC
.	O	O

$UNK$	I-MISC	I-MISC
peace	O	O
talks	O	O
have	O	O
been	O	O
deadlocked	O	O
over	O	O
the	O	O
golan	I-LOC	I-LOC
since	O	O
1991	O	O
despite	O	O
the	O	O
previous	O	O
government	O	O
's	O	O
willingness	O	O
to	O	O
make	O	O
golan	I-LOC	O
concessions	O	O
.	O	O

peace	O	O
talks	O	O
between	O	O
the	O	O
two	O	O
sides	O	O
were	O	O
last	O	O
held	O	O
in	O	O
february	O	O
.	O	O

"	O	O
the	O	O
voices	O	O
coming	O	O
out	O	O
of	O	O
damascus	I-LOC	I-LOC
are	O	O
bad	O	O
,	O	O
not	O	O
good	O	O
.	O	O

the	O	O
media	O	O
...	O	O

are	O	O
full	O	O
of	O	O
expressions	O	O
and	O	O
declarations	O	O
that	O	O
must	O	O
be	O	O
worrying	O	O
...	O	O

this	O	O
artificial	O	O
atmosphere	O	O
is	O	O
very	O	O
dangerous	O	O
because	O	O
those	O	O
who	O	O
spread	O	O
it	O	O
could	O	O
become	O	O
its	O	O
prisoners	O	O
,	O	O
"	O	O
levy	I-PER	I-PER
said	O	O
.	O	O

"	O	O
we	O	O
expect	O	O
from	O	O
syria	I-LOC	I-LOC
,	O	O
if	O	O
its	O	O
face	O	O
is	O	O
to	O	O
peace	O	O
,	O	O
that	O	O
it	O	O
will	O	O
answer	O	O
israel	I-LOC	I-LOC
's	O	O
message	O	O
to	O	O
enter	O	O
peace	O	O
negotiations	O	O
because	O	O
that	O	O
is	O	O
our	O	O
goal	O	O
,	O	O
"	O	O
he	O	O
said	O	O
.	O	O
"	O	O

we	O	O
do	O	O
not	O	O
want	O	O
a	O	O
war	O	O
,	O	O
god	I-PER	O
forbid	O	O
.	O	O

no	O	O
one	O	O
benefits	O	O
from	O	O
wars	O	O
.	O	O
"	O	O

israel	I-LOC	I-LOC
's	O	O
channel	I-ORG	I-ORG
two	I-ORG	O
television	O	O
said	O	O
damascus	I-LOC	I-LOC
had	O	O
sent	O	O
a	O	O
"	O	O
calming	O	O
signal	O	O
"	O	O
to	O	O
israel	I-LOC	I-LOC
.	O	O

it	O	O
gave	O	O
no	O	O
source	O	O
for	O	O
the	O	O
report	O	O
.	O	O

netanyahu	I-PER	I-PER
and	O	O
levy	I-PER	I-PER
's	O	O
spokesmen	O	O
said	O	O
they	O	O
could	O	O
not	O	O
confirm	O	O
it	O	O
.	O	O

the	O	O
television	O	O
also	O	O
said	O	O
that	O	O
netanyahu	I-PER	I-PER
had	O	O
sent	O	O
messages	O	O
to	O	O
reassure	O	O
syria	I-LOC	I-LOC
via	O	O
cairo	I-LOC	I-LOC
,	O	O
the	O	O
united	I-LOC	I-LOC
states	I-LOC	I-LOC
and	O	O
moscow	I-LOC	I-LOC
.	O	O

polish	I-MISC	I-MISC
diplomat	O	O
denies	O	O
nurses	O	O
stranded	O	O
in	O	O
libya	I-LOC	I-LOC
.	O	O

tunis	I-LOC	I-LOC
$UNK$	O	O

a	O	O
polish	I-MISC	I-MISC
diplomat	O	O
on	O	O
thursday	O	O
denied	O	O
a	O	O
polish	I-MISC	I-MISC
tabloid	O	O
report	O	O
this	O	O
week	O	O
that	O	O
libya	I-LOC	I-LOC
was	O	O
refusing	O	O
exit	O	O
visas	O	O
to	O	O
100	O	O
polish	I-MISC	I-MISC
nurses	O	O
trying	O	O
to	O	O
return	O	O
home	O	O
after	O	O
working	O	O
in	O	O
the	O	O
north	I-MISC	I-MISC
african	I-MISC	I-MISC
country	O	O
.	O	O

"	O	O
this	O	O
is	O	O
not	O	O
true	O	O
.	O	O

up	O	O
to	O	O
today	O	O
,	O	O
we	O	O
have	O	O
no	O	O
knowledge	O	O
of	O	O
any	O	O
nurse	O	O
stranded	O	O
or	O	O
kept	O	O
in	O	O
libya	I-LOC	I-LOC
without	O	O
her	O	O
will	O	O
,	O	O
and	O	O
we	O	O
have	O	O
not	O	O
received	O	O
any	O	O
complaint	O	O
,	O	O
"	O	O
the	O	O
polish	I-MISC	I-MISC
embassy	O	O
's	O	O
charge	O	O
d'affaires	O	O
in	O	O
tripoli	I-LOC	I-LOC
,	O	O
tadeusz	I-PER	I-PER
$UNK$	I-PER	I-PER
,	O	O
told	O	O
reuters	I-ORG	I-ORG
by	O	O
telephone	O	O
.	O	O

poland	I-LOC	I-LOC
's	O	O
labour	O	I-ORG
ministry	O	I-ORG
said	O	O
this	O	O
week	O	O
it	O	O
would	O	O
send	O	O
a	O	O
team	O	O
to	O	O
libya	I-LOC	I-LOC
to	O	O
investigate	O	O
,	O	O
but	O	O
$UNK$	I-PER	I-PER
said	O	O
the	O	O
probe	O	O
was	O	O
prompted	O	O
by	O	O
some	O	O
nurses	O	O
complaining	O	O
about	O	O
their	O	O
work	O	O
conditions	O	O
such	O	O
as	O	O
non-payment	O	O
of	O	O
their	O	O
salaries	O	O
.	O	O

he	O	O
said	O	O
that	O	O
there	O	O
are	O	O
an	O	O
estimated	O	O
800	O	O
polish	I-MISC	I-MISC
nurses	O	O
working	O	O
in	O	O
libya	I-LOC	I-LOC
.	O	O

two	O	O
iranian	I-MISC	I-MISC
opposition	O	O
leaders	O	O
meet	O	O
in	O	O
baghdad	I-LOC	I-LOC
.	O	O

hassan	I-PER	I-PER
hafidh	I-PER	I-PER

baghdad	I-LOC	I-LOC
$UNK$	O	O

an	O	O
iranian	I-MISC	I-MISC
exile	O	O
group	O	O
based	O	O
in	O	O
iraq	I-LOC	I-LOC
vowed	O	O
on	O	O
thursday	O	O
to	O	O
extend	O	O
support	O	O
to	O	O
iran	I-LOC	I-LOC
's	O	O
kurdish	I-MISC	I-MISC
rebels	O	O
after	O	O
they	O	O
were	O	O
attacked	O	O
by	O	O
iranian	I-MISC	I-MISC
troops	O	O
deep	O	O
inside	O	O
iraq	I-LOC	I-LOC
last	O	O
month	O	O
.	O	O

a	O	O
mujahideen	I-ORG	I-ORG
khalq	I-ORG	I-ORG
statement	O	O
said	O	O
its	O	O
leader	O	O
massoud	I-PER	I-PER
rajavi	I-PER	I-PER
met	O	O
in	O	O
baghdad	I-LOC	I-LOC
the	O	O
secretary-general	O	O
of	O	O
the	O	O
kurdistan	I-ORG	I-ORG
democratic	I-ORG	I-ORG
party	I-ORG	I-ORG
of	I-ORG	I-ORG
iran	I-ORG	I-ORG
(	O	O
kdpi	I-ORG	I-ORG
)	O	O
hassan	I-PER	I-PER
$UNK$	I-PER	I-PER
on	O	O
wednesday	O	O
and	O	O
voiced	O	O
his	O	O
support	O	O
to	O	O
iran	I-LOC	I-LOC
's	O	O
rebel	O	O
kurds	I-MISC	I-MISC
.	O	O

"	O	O
rajavi	I-MISC	I-PER
emphasised	O	O
that	O	O
the	O	O
iranian	I-MISC	I-MISC
resistance	I-ORG	O
would	O	O
continue	O	O
to	O	O
stand	O	O
side	O	O
by	O	O
side	O	O
with	O	O
their	O	O
kurdish	I-MISC	I-MISC
compatriots	O	O
and	O	O
the	O	O
resistance	O	O
movement	O	O
in	O	O
iranian	I-LOC	I-LOC
kurdistan	I-LOC	I-LOC
,	O	O
"	O	O
it	O	O
said	O	O
.	O	O

a	O	O
spokesman	O	O
for	O	O
the	O	O
group	O	O
said	O	O
the	O	O
meeting	O	O
"	O	O
signals	O	O
a	O	O
new	O	O
level	O	O
of	O	O
cooperation	O	O
between	O	O
mujahideen	I-ORG	I-ORG
khalq	I-ORG	I-ORG
and	O	O
the	O	O
iranian	I-MISC	I-MISC
kurdish	I-MISC	I-MISC
oppositions	O	O
"	O	O
.	O	O

iran	I-LOC	I-LOC
heavily	O	O
bombarded	O	O
targets	O	O
in	O	O
northern	O	O
iraq	I-LOC	I-LOC
in	O	O
july	O	O
in	O	O
pursuit	O	O
of	O	O
kdpi	I-ORG	I-ORG
guerrillas	O	O
based	O	O
in	O	O
iraqi	I-MISC	I-MISC
kurdish	I-MISC	I-MISC
areas	O	O
outside	O	O
the	O	O
control	O	O
of	O	O
the	O	O
government	O	O
in	O	O
baghdad	I-LOC	I-LOC
.	O	O

iraqi	I-MISC	I-MISC
kurdish	I-MISC	I-MISC
areas	O	O
bordering	O	O
iran	I-LOC	I-LOC
are	O	O
under	O	O
the	O	O
control	O	O
of	O	O
guerrillas	O	O
of	O	O
the	O	O
iraqi	I-ORG	I-ORG
kurdish	I-ORG	I-ORG
patriotic	I-ORG	I-ORG
union	I-ORG	I-ORG
of	I-ORG	I-ORG
kurdistan	I-ORG	I-ORG
(	O	O
puk	I-ORG	I-ORG
)	O	O
group	O	O
.	O	O

puk	I-ORG	I-ORG
and	O	O
iraq	I-LOC	I-LOC
's	O	O
kurdistan	I-ORG	I-ORG
democratic	I-ORG	I-ORG
party	I-ORG	I-ORG
(	O	O
kdp	I-ORG	I-ORG
)	O	O
the	O	O
two	O	O
main	O	O
iraqi	I-MISC	I-MISC
kurdish	I-MISC	I-MISC
factions	O	O
,	O	O
have	O	O
had	O	O
northern	O	O
iraq	I-LOC	I-LOC
under	O	O
their	O	O
control	O	O
since	O	O
iraqi	I-MISC	I-MISC
forces	O	O
were	O	O
ousted	O	O
from	O	O
kuwait	I-LOC	I-LOC
in	O	O
the	O	O
1991	O	O
gulf	I-MISC	I-MISC
war	I-MISC	I-MISC
.	O	O

clashes	O	O
between	O	O
the	O	O
two	O	O
parties	O	O
broke	O	O
out	O	O
at	O	O
the	O	O
weekend	O	O
in	O	O
the	O	O
most	O	O
serious	O	O
fighting	O	O
since	O	O
a	O	O
u.s.-sponsored	I-MISC	I-MISC
ceasefire	O	O
last	O	O
year	O	O
.	O	O

mujahideen	I-ORG	I-ORG
khalq	I-ORG	I-ORG
said	O	O
iranian	I-MISC	I-MISC
troops	O	O
had	O	O
also	O	O
been	O	O
shelling	O	O
kdp	I-ORG	I-ORG
positions	O	O
in	O	O
$UNK$	I-LOC	I-LOC
region	O	O
in	O	O
suleimaniya	I-LOC	I-LOC
province	O	O
near	O	O
the	O	O
iranian	I-MISC	I-MISC
border	O	O
over	O	O
the	O	O
last	O	O
two	O	O
days	O	O
.	O	O

it	O	O
said	O	O
about	O	O
100	O	O
iraqi	I-MISC	I-MISC
kurds	I-MISC	I-MISC
were	O	O
killed	O	O
or	O	O
wounded	O	O
in	O	O
the	O	O
attack	O	O
.	O	O

both	O	O
iran	I-LOC	I-LOC
and	O	O
turkey	I-LOC	I-LOC
mount	O	I-LOC
air	O	O
and	O	O
land	O	O
strikes	O	O
at	O	O
targets	O	O
in	O	O
northern	O	O
iraq	I-LOC	I-LOC
in	O	O
pursuit	O	O
of	O	O
their	O	O
own	O	O
kurdish	I-MISC	I-MISC
rebels	O	O
.	O	O

a	O	O
u.s.-led	I-MISC	I-MISC
air	O	O
force	O	O
in	O	O
southern	O	O
turkey	I-LOC	I-LOC
protects	O	O
iraqi	I-MISC	I-MISC
kurds	I-MISC	I-MISC
from	O	O
possible	O	O
attacks	O	O
by	O	O
baghdad	I-LOC	I-LOC
troops	O	O
.	O	O

saudi	I-MISC	I-LOC
riyal	O	O
rates	O	O
steady	O	O
in	O	O
quiet	O	O
summer	O	O
trade	O	O
.	O	O

manama	I-LOC	I-LOC
$UNK$	O	O

the	O	O
spot	O	O
saudi	I-MISC	I-MISC
riyal	O	O
against	O	O
the	O	O
dollar	O	O
and	O	O
riyal	O	O
interbank	O	O
deposit	O	O
rates	O	O
were	O	O
mainly	O	O
steady	O	O
this	O	O
week	O	O
in	O	O
quiet	O	O
summer	O	O
trade	O	O
,	O	O
dealers	O	O
in	O	O
the	O	O
kingdom	O	O
said	O	O
.	O	O

"	O	O
there	O	O
were	O	O
no	O	O
changes	O	O
in	O	O
saudi	I-MISC	I-MISC
riyal	O	O
rates	O	O
.	O	O

the	O	O
market	O	O
was	O	O
very	O	O
quiet	O	O
because	O	O
of	O	O
summer	O	O
holidays	O	O
,	O	O
"	O	O
one	O	O
dealer	O	O
said	O	O
.	O	O

the	O	O
spot	O	O
riyal	O	O
was	O	O
put	O	O
at	O	O
3.7504	O	O
/	O	O
06	O	O
to	O	O
the	O	O
dollar	O	O
.	O	O

one-month	I-MISC	O
interbank	O	O
deposits	O	O
were	O	O
at	O	O
5-1/2	O	O
,	O	O
3/8	O	O
percent	O	O
,	O	O
three	O	O
months	O	O
were	O	O
$UNK$	O	O
,	O	O
1/2	O	O
percent	O	O
and	O	O
six	O	O
months	O	O
were	O	O
$UNK$	O	O
,	O	O
5/8	O	O
percent	O	O
.	O	O

one-year	I-MISC	O
funds	O	O
were	O	O
at	O	O
six	O	O
,	O	O
$UNK$	O	O
percent	O	O
.	O	O

israel	I-LOC	I-LOC
approves	O	O
arafat	I-PER	I-PER
's	O	O
flight	O	O
to	O	O
west	I-LOC	I-LOC
bank	I-LOC	I-LOC
.	O	O

jerusalem	I-LOC	I-LOC
$UNK$	O	O

israel	I-LOC	I-LOC
gave	O	O
palestinian	I-MISC	I-MISC
president	O	O
yasser	I-PER	I-PER
arafat	I-PER	I-PER
permission	O	O
on	O	O
thursday	O	O
to	O	O
fly	O	O
over	O	O
its	O	O
territory	O	O
to	O	O
the	O	O
west	I-LOC	I-LOC
bank	I-LOC	I-LOC
,	O	O
ending	O	O
a	O	O
brief	O	O
$UNK$	I-MISC	I-MISC
crisis	O	O
,	O	O
an	O	O
arafat	I-PER	I-PER
adviser	O	O
said	O	O
.	O	O

"	O	O
the	O	O
problem	O	O
is	O	O
over	O	O
.	O	O

the	O	O
president	O	O
's	O	O
aircraft	O	O
has	O	O
received	O	O
permission	O	O
to	O	O
pass	O	O
through	O	O
israeli	I-MISC	I-MISC
airspace	O	O
but	O	O
the	O	O
president	O	O
is	O	O
not	O	O
expected	O	O
to	O	O
travel	O	O
to	O	O
the	O	O
west	I-LOC	I-LOC
bank	I-LOC	I-LOC
before	O	O
monday	O	O
,	O	O
"	O	O
nabil	I-PER	I-PER
abu	I-PER	I-PER
$UNK$	I-PER	I-PER
told	O	O
reuters	I-ORG	I-ORG
.	O	O

arafat	I-PER	I-PER
had	O	O
been	O	O
scheduled	O	O
to	O	O
meet	O	O
former	O	O
israeli	I-MISC	I-MISC
prime	O	O
minister	O	O
shimon	I-PER	I-PER
peres	I-PER	I-PER
in	O	O
the	O	O
west	I-LOC	I-LOC
bank	I-LOC	I-LOC
town	O	O
of	O	O
ramallah	I-LOC	I-LOC
on	O	O
thursday	O	O
but	O	O
the	O	O
venue	O	O
was	O	O
changed	O	O
to	O	O
gaza	I-LOC	I-LOC
after	O	O
israel	I-LOC	I-LOC
denied	O	O
flight	O	O
clearance	O	O
to	O	O
the	O	O
palestinian	I-MISC	I-MISC
leader	O	O
's	O	O
helicopters	O	O
.	O	O

palestinian	I-MISC	I-MISC
officials	O	O
accused	O	O
right-wing	O	O
prime	O	O
minister	O	O
benjamin	I-PER	I-PER
netanyahu	I-PER	I-PER
of	O	O
trying	O	O
to	O	O
stop	O	O
the	O	O
ramallah	I-LOC	I-LOC
meeting	O	O
by	O	O
keeping	O	O
arafat	I-PER	I-PER
grounded	O	O
.	O	O

arafat	I-PER	I-PER
subsequently	O	O
cancelled	O	O
a	O	O
meeting	O	O
between	O	O
israeli	I-MISC	I-MISC
and	O	O
plo	I-ORG	I-ORG
officials	O	O
,	O	O
on	O	O
civilian	O	O
affairs	O	O
,	O	O
at	O	O
the	O	O
allenby	I-LOC	I-LOC
bridge	I-LOC	I-LOC
crossing	O	O
between	O	O
jordan	I-LOC	I-LOC
and	O	O
the	O	O
west	I-LOC	I-LOC
bank	I-LOC	I-LOC
.	O	O

abu	I-PER	I-PER
$UNK$	I-PER	I-PER
said	O	O
arafat	I-PER	I-PER
had	O	O
decided	O	O
against	O	O
flying	O	O
to	O	O
the	O	O
west	I-LOC	I-LOC
bank	I-LOC	I-LOC
on	O	O
thursday	O	O
,	O	O
after	O	O
israel	I-LOC	I-LOC
lifted	O	O
the	O	O
ban	O	O
,	O	O
because	O	O
he	O	O
had	O	O
a	O	O
busy	O	O
schedule	O	O
in	O	O
gaza	I-LOC	I-LOC
and	O	O
would	O	O
not	O	O
be	O	O
free	O	O
until	O	O
monday	O	O
.	O	O

arafat	I-PER	I-PER
to	O	O
meet	O	O
peres	I-PER	I-PER
in	O	O
gaza	I-LOC	I-LOC
after	O	O
flight	O	O
ban	O	O
.	O	O

jerusalem	I-LOC	I-LOC
$UNK$	O	O

yasser	I-PER	I-PER
arafat	I-PER	I-PER
will	O	O
meet	O	O
shimon	I-PER	I-PER
peres	I-PER	I-PER
in	O	O
gaza	I-LOC	I-LOC
on	O	O
thursday	O	O
after	O	O
palestinians	I-MISC	I-MISC
said	O	O
the	O	O
right-wing	O	O
israeli	I-MISC	I-MISC
government	O	O
had	O	O
barred	O	O
the	O	O
palestinian	I-MISC	I-MISC
leader	O	O
from	O	O
flying	O	O
to	O	O
the	O	O
west	I-LOC	I-LOC
bank	I-LOC	I-LOC
for	O	O
talks	O	O
with	O	O
the	O	O
former	O	O
prime	O	O
minister	O	O
.	O	O

"	O	O
the	O	O
meeting	O	O
between	O	O
peres	I-PER	I-PER
and	O	O
arafat	I-PER	I-PER
will	O	O
take	O	O
place	O	O
at	O	O
erez	I-LOC	I-LOC
checkpoint	O	O
in	O	O
gaza	I-LOC	I-LOC
and	O	O
not	O	O
in	O	O
ramallah	I-LOC	I-LOC
as	O	O
planned	O	O
,	O	O
"	O	O
peres	I-PER	I-PER
'	O	O
office	O	O
said	O	O
.	O	O

palestinian	I-MISC	I-MISC
officials	O	O
said	O	O
the	O	O
israeli	I-MISC	I-MISC
government	O	O
had	O	O
barred	O	O
arafat	I-PER	I-PER
from	O	O
overflying	O	O
israel	I-LOC	I-LOC
in	O	O
a	O	O
palestinian	I-MISC	I-MISC
helicopter	O	O
to	O	O
the	O	O
west	I-LOC	I-LOC
bank	I-LOC	I-LOC
in	O	O
an	O	O
attempt	O	O
to	O	O
bar	O	O
the	O	O
meeting	O	O
with	O	O
peres	I-PER	I-PER
.	O	O

israeli	I-MISC	I-MISC
prime	O	O
minister	O	O
benjamin	I-PER	I-PER
netanyahu	I-PER	I-PER
has	O	O
accused	O	O
opposition	O	O
leader	O	O
peres	I-PER	I-PER
,	O	O
who	O	O
he	O	O
defeated	O	O
in	O	O
may	O	O
elections	O	O
,	O	O
of	O	O
trying	O	O
to	O	O
undermine	O	O
his	O	O
likud	I-ORG	I-PER
government	O	O
's	O	O
authority	O	O
to	O	O
conduct	O	O
peace	O	O
talks	O	O
.	O	O

afghan	I-MISC	I-MISC
uae	I-LOC	I-LOC
embassy	O	O
says	O	O
taleban	I-MISC	I-MISC
guards	O	O
going	O	O
home	O	O
.	O	O

hilary	I-PER	I-PER
gush	I-PER	I-PER

dubai	I-LOC	I-LOC
$UNK$	O	O

three	O	O
afghan	I-MISC	I-MISC
guards	O	O
brought	O	O
to	O	O
the	O	O
united	I-LOC	I-ORG
arab	I-LOC	I-ORG
emirates	I-LOC	I-ORG
last	O	O
week	O	O
by	O	O
russian	I-MISC	I-MISC
hostages	O	O
who	O	O
escaped	O	O
from	O	O
the	O	O
taleban	I-MISC	I-MISC
militia	O	O
will	O	O
return	O	O
to	O	O
afghanistan	I-LOC	I-LOC
in	O	O
a	O	O
few	O	O
days	O	O
,	O	O
the	O	O
afghan	I-MISC	I-MISC
embassy	O	O
in	O	O
abu	I-LOC	I-LOC
dhabi	I-LOC	I-LOC
said	O	O
on	O	O
thursday	O	O
.	O	O

"	O	O
our	O	O
ambassador	O	O
is	O	O
in	O	O
touch	O	O
with	O	O
the	O	O
uae	I-LOC	I-ORG
foreign	O	I-ORG
ministry	O	I-ORG
.	O	O

their	O	O
return	O	O
to	O	O
afghanistan	I-LOC	I-LOC
will	O	O
take	O	O
place	O	O
in	O	O
two	O	O
or	O	O
three	O	O
days	O	O
,	O	O
"	O	O
an	O	O
embassy	O	O
official	O	O
said	O	O
.	O	O

"	O	O
the	O	O
embassy	O	O
is	O	O
issuing	O	O
them	O	O
travel	O	O
documents	O	O
for	O	O
their	O	O
return	O	O
to	O	O
their	O	O
homeland	O	O
.	O	O

there	O	O
is	O	O
no	O	O
objection	O	O
to	O	O
their	O	O
travel	O	O
,	O	O
"	O	O
he	O	O
added	O	O
.	O	O

the	O	O
three	O	O
islamic	I-MISC	I-MISC
taleban	I-MISC	I-MISC
guards	O	O
were	O	O
overpowered	O	O
by	O	O
seven	O	O
russian	I-MISC	I-MISC
aircrew	O	O
who	O	O
escaped	O	O
to	O	O
uae	I-LOC	I-LOC
state	O	I-LOC
sharjah	I-LOC	I-LOC
last	O	O
friday	O	O
on	O	O
board	O	O
their	O	O
own	O	O
aircraft	O	O
after	O	O
a	O	O
year	O	O
in	O	O
the	O	O
captivity	O	O
of	O	O
taleban	I-MISC	I-MISC
militia	O	O
in	O	O
kandahar	I-LOC	I-LOC
in	O	O
southern	O	O
afghanistan	I-LOC	I-LOC
.	O	O

the	O	O
uae	I-LOC	I-LOC
said	O	O
on	O	O
monday	O	O
it	O	O
would	O	O
hand	O	O
over	O	O
the	O	O
three	O	O
to	O	O
the	O	O
international	I-ORG	I-ORG
red	I-ORG	I-ORG
crescent	I-ORG	I-ORG
,	O	O
possibly	O	O
last	O	O
tuesday	O	O
.	O	O

it	O	O
has	O	O
since	O	O
been	O	O
silent	O	O
on	O	O
the	O	O
issue	O	O
.	O	O

when	O	O
asked	O	O
whether	O	O
the	O	O
three	O	O
guards	O	O
would	O	O
travel	O	O
back	O	O
to	O	O
kandahar	I-LOC	I-LOC
or	O	O
the	O	O
afghan	I-MISC	I-MISC
capital	O	O
kabul	I-LOC	I-LOC
,	O	O
the	O	O
embassy	O	O
official	O	O
said	O	O
:	O	O
"	O	O
that	O	O
has	O	O
not	O	O
been	O	O
decided	O	O
,	O	O
but	O	O
possibly	O	O
kandahar	I-LOC	I-LOC
.	O	O
"	O	O

kandahar	I-LOC	I-LOC
is	O	O
the	O	O
headquarters	O	O
of	O	O
the	O	O
opposition	O	O
taleban	I-MISC	I-MISC
militia	O	O
.	O	O

kabul	I-LOC	I-LOC
is	O	O
controlled	O	O
by	O	O
president	O	O
burhanuddin	I-PER	I-PER
rabbani	I-PER	I-PER
's	O	O
government	O	O
,	O	O
which	O	O
taleban	I-MISC	I-MISC
is	O	O
fighting	O	O
to	O	O
overthrow	O	O
.	O	O

the	O	O
embassy	O	O
official	O	O
said	O	O
the	O	O
three	O	O
men	O	O
,	O	O
believed	O	O
to	O	O
be	O	O
in	O	O
their	O	O
20s	O	O
,	O	O
were	O	O
currently	O	O
in	O	O
abu	I-LOC	I-LOC
dhabi	I-LOC	I-LOC
.	O	O

he	O	O
did	O	O
not	O	O
elaborate	O	O
.	O	O

the	O	O
russians	I-MISC	I-MISC
,	O	O
working	O	O
for	O	O
the	O	O
$UNK$	I-ORG	I-ORG
firm	O	O
in	O	O
the	O	O
russian	I-MISC	I-MISC
republic	O	I-LOC
of	O	O
tatarstan	I-LOC	I-LOC
,	O	O
were	O	O
taken	O	O
hostage	O	O
after	O	O
a	O	O
taleban	I-MISC	I-MISC
mig-19	B-MISC	I-MISC
fighter	O	O
forced	O	O
their	O	O
cargo	O	O
plane	O	O
to	O	O
land	O	O
in	O	O
august	O	O
1995	O	O
.	O	O

taleban	I-MISC	I-PER
said	O	O
its	O	O
shipment	O	O
of	O	O
ammunition	O	O
from	O	O
albania	I-LOC	I-LOC
was	O	O
evidence	O	O
of	O	O
russian	I-MISC	I-MISC
military	O	O
support	O	O
for	O	O
rabbani	I-PER	I-PER
's	O	O
government	O	O
.	O	O

moscow	I-LOC	I-LOC
said	O	O
the	O	O
crew	O	O
's	O	O
nationality	O	O
was	O	O
coincidental	O	O
.	O	O

numerous	O	O
diplomatic	O	O
attempts	O	O
to	O	O
free	O	O
the	O	O
seven	O	O
failed	O	O
.	O	O

the	O	O
russians	I-MISC	I-MISC
,	O	O
who	O	O
said	O	O
they	O	O
overpowered	O	O
the	O	O
guards	O	O
--	O	O
two	O	O
armed	O	O
with	O	O
kalashnikov	I-MISC	I-MISC
automatic	O	O
rifles	O	O
--	O	O
while	O	O
doing	O	O
regular	O	O
maintenance	O	O
work	O	O
on	O	O
their	O	O
ilyushin	I-MISC	I-MISC
76	I-MISC	I-MISC
cargo	O	O
plane	O	O
last	O	O
friday	O	O
,	O	O
left	O	O
the	O	O
uae	I-LOC	I-LOC
capital	O	O
abu	I-LOC	I-LOC
dhabi	I-LOC	I-LOC
for	O	O
home	O	O
on	O	O
sunday	O	O
.	O	O

iraq	I-LOC	I-LOC
's	O	O
saddam	I-PER	O
meets	O	O
russia	I-LOC	I-LOC
's	O	O
zhirinovsky	I-PER	I-PER
.	O	O

baghdad	I-LOC	I-LOC
$UNK$	O	O

iraqi	I-MISC	I-MISC
president	O	O
saddam	I-PER	I-PER
hussein	I-PER	I-PER
has	O	O
told	O	O
visiting	O	O
russian	I-MISC	I-MISC
ultra-nationalist	O	O
vladimir	I-PER	I-PER
zhirinovsky	I-PER	I-PER
that	O	O
baghdad	I-LOC	I-LOC
wanted	O	O
to	O	O
maintain	O	O
"	O	O
friendship	O	O
and	O	O
cooperation	O	O
"	O	O
with	O	O
moscow	I-LOC	I-LOC
,	O	O
official	O	O
iraqi	I-MISC	I-MISC
newspapers	O	O
said	O	O
on	O	O
thursday	O	O
.	O	O

"	O	O
president	O	O
saddam	I-PER	I-PER
hussein	I-PER	I-PER
stressed	O	O
during	O	O
the	O	O
meeting	O	O
iraq	I-LOC	I-LOC
's	O	O
keenness	O	O
to	O	O
maintain	O	O
friendship	O	O
and	O	O
cooperation	O	O
with	O	O
russia	I-LOC	I-LOC
,	O	O
"	O	O
the	O	O
papers	O	O
said	O	O
.	O	O

they	O	O
said	O	O
zhirinovsky	I-PER	I-PER
told	O	O
saddam	I-PER	I-PER
before	O	O
he	O	O
left	O	O
baghdad	I-LOC	I-LOC
on	O	O
wednesday	O	O
that	O	O
his	O	O
liberal	I-ORG	I-ORG
democratic	I-ORG	I-ORG
party	I-ORG	I-ORG
and	O	O
the	O	O
russian	I-MISC	I-MISC
duma	I-ORG	I-MISC
(	O	O
parliament	O	O
)	O	O
"	O	O
are	O	O
calling	O	O
for	O	O
an	O	O
immediate	O	O
lifting	O	O
of	O	O
the	O	O
embargo	O	O
"	O	O
imposed	O	O
on	O	O
iraq	I-LOC	I-LOC
after	O	O
its	O	O
1990	O	O
invasion	O	O
of	O	O
